Guardians of the Galaxy,1,Directed by: James Gunn,"Written by: James Gunn"","" Nicole Perlman",Based on: Guardians of the Galaxyby Dan AbnettAndy Lanning,Produced by: Kevin Feige,"Starring: Chris Pratt"","" Zoe Saldaña"","" Dave Bautista"","" Vin Diesel"","" Bradley Cooper"","" Lee Pace"","" Michael Rooker"","" Karen Gillan"","" Djimon Hounsou"","" John C. Reilly"","" Glenn Close"","" Benicio del Toro",Cinematography: Ben Davis,"Edited by: Fred Raskin"","" Craig Wood"","" Hughes Winborne",Music by: Tyler Bates,Productioncompany: Productioncompany,Distributed by: Walt Disney StudiosMotion Pictures,Release dates: Release dates,Running time: Running time,Country: United States,Language: English,"Budget: $232.3 million (gross)[2]"","" $195.9 million (net)[2]",Box office: $773.3 million[3]
Stranger Things,1,"Genre: Science fiction"","" Horror"","" Mystery"","" Drama",Created by: The Duffer Brothers,"Starring: Winona Ryder"","" David Harbour"","" Finn Wolfhard"","" Millie Bobby Brown"","" Gaten Matarazzo"","" Caleb McLaughlin"","" Natalia Dyer"","" Charlie Heaton"","" Cara Buono"","" Matthew Modine"","" Noah Schnapp"","" Sadie Sink"","" Joe Keery"","" Dacre Montgomery"","" Sean Astin"","" Paul Reiser"","" Maya Hawke"","" Priah Ferguson"","" Brett Gelman","Composers: Michael Stein"","" Kyle Dixon",Country of origin: United States,Original language: English,No. of seasons: No.,No. of episodes: No.,"Executive producers: The Duffer Brothers"","" Shawn Levy"","" Dan Cohen"","" Brian Wright"","" Cindy Holland"","" Jessica Mecklenburg"","" Matt Thunell"","" Karl Gajdusek"","" Iain Paterson"","" Curtis Gwinn","Cinematography: Tim Ives"","" Tod Campbell"","" Lachlan Milne"","" David Franco"","" Ricardo Diaz[1]","Editors: Dean Zimmerman"","" Kevin D. Ross"","" Nat Fuller"","" Katheryn Naranjo",Running time: 42–150 minutes,"Production companies: 21 Laps Entertainment"","" Monkey Massacre Productions"","" Upside Down Pictures (season 5)[2]",Distributor: Netflix,Budget: $270 million (season 4)[3],Original network: Netflix,"Picture format: 4K (Ultra HD)"","" High dynamic range",Audio format: Dolby Digital 5.1,"Original release: July 15, 2016 (2016-07-15) –present (present)"
Stranger Things,2,Winona Ryder,Joyce Byers," the mother of Will and Jonathan Byers. She is divorced from Lonnie Byers, the father of Will and Jonathan. In season two, she dates her old high school classmate, Bob, until his death later in the season. She and Hopper have feelings for each other."
Stranger Things,3,David Harbour,Jim Hopper," chief of Hawkins Police Department. After his young daughter Sara died of cancer, Hopper divorced and lapsed into alcoholism. Eventually he grows to be more responsible, saving Will Byers after he is taken in season 1, as well as taking Eleven as his adopted daughter. He and Joyce have feelings for each other."
Stranger Things,4,Finn Wolfhard,Mike Wheeler," middle child of Karen and Ted Wheeler, brother of Nancy and Holly, and one of three friends of Will Byers. He is an intelligent and conscientious student and is committed to his friends. He develops romantic feelings for Eleven and later dates her."
Stranger Things,5,Millie Bobby Brown,Eleven / Jane Hopper ," a teen girl with telepathic and psychokinetic abilities, a result of being one of Dr. Brenner's subjects from Hawkins National Laboratory. She escapes the lab and eventually becomes an adoptive daughter to Jim Hopper taking his surname, and adjusts to living a normal life with the help of Mike  and his friends."
Stranger Things,6,Gaten Matarazzo,Dustin Henderson," one of Will Byers' friends. His cleidocranial dysplasia causes him to lisp. In the second season, he is proud of his new front teeth and is attracted to Max. In season 3, he gets a girlfriend, Suzie , whom he met at Camp Know Where prior to the start of the season."
Stranger Things,7,Caleb McLaughlin,Lucas Sinclair," one of Will's friends. He is wary of Eleven but later befriends her. In season two, he is one of Max's love interests and eventually becomes her boyfriend in season three. He becomes more popular in season 4 as a result of joining the Hawkins High basketball team, which briefly puts him at odds with his regular friend group."
Stranger Things,8,Natalia Dyer,Nancy Wheeler," daughter of Karen and Ted and older sister of Mike and Holly. Studious and rule-abiding, Nancy finds another side of herself while investigating the Hawkins Lab and the death of her friend Barbara. In the first two seasons, she is the girlfriend of Steve Harrington but breaks up with him and then dates Jonathan Byers. She is an aspiring journalist."
Stranger Things,9,Charlie Heaton,Jonathan Byers," the older brother of Will Byers and the son of Joyce Byers. He is a quiet and kind-hearted teenager, an outsider at school, and an aspiring photographer. He is close with his mother and brother, and he becomes the boyfriend of Nancy Wheeler."
Stranger Things,10,Cara Buono,Karen Wheeler ," mother of Nancy, Mike, and toddler Holly. Karen has a brief fling with Billy in season 3."
Stranger Things,11,Matthew Modine,Martin Brenner ," the scientist in charge of Hawkins Laboratory and training Eleven. Manipulative and remote, he and his team are searching for Eleven in season 1 after she escapes. He is referred to as ""Papa"" by Eleven. In season 4, he returns to help Eleven gain her powers back and protects her from the government agents hunting her down."
Stranger Things,12,Noah Schnapp,Will Byers ," the son of Joyce Byers and younger brother of Jonathan Byers. He is captured by a monster from the ""Upside Down"", an alternate dimension discovered by Hawkins Laboratory scientists in season 1. He later develops a connection to the upside down and the Mind Flayer due to his capture."
Stranger Things,13,Sadie Sink,Max Mayfield ," Billy's younger stepsister, and a tomboy who catches the attention of both Lucas and Dustin, eventually dating Lucas. In season 4, she is one of the teens that is targeted by Vecna."
Stranger Things,14,Joe Keery,Steve Harrington ," a popular high school student and the boyfriend of Nancy Wheeler. He ostracizes Jonathan Byers but later comes to befriend him. He and Nancy later break up in season two but remain friends. He is known as the ""babysitter"" of the group since he is often left to look after the kids."
Stranger Things,15,Dacre Montgomery,Billy Hargrove ," Max's violent, unpredictable, and abusive older stepbrother. He challenges Steve's popularity. In season 3, he is controlled by the Mind Flayer and later sacrifices himself to protect the kids."
Stranger Things,16,Sean Astin,Bob Newby ," a former schoolmate of Joyce and Hopper who runs the Hawkins RadioShack and is Joyce's boyfriend, putting him at odds with Hopper. He dies at the end of season 2 after being attacked by Demodogs."
Stranger Things,17,Paul Reiser,Sam Owens ," a Department of Energy executive who replaces Brenner as director of Hawkins Laboratory. He is stubborn and committed to scientific research, yet empathetic to the residents of Hawkins and helps Hopper adopt Eleven as his legal daughter. He returns with Brenner in season 4 to help Eleven gain back her powers and protects her from the government agents hunting her."
Stranger Things,18,Maya Hawke,Robin Buckley ," a girl who works alongside Steve at the ice cream store in the mall who later comes out as a lesbian. She and Steve Harrington are close friends, having worked together at the Scoops Ahoy ice cream shop and later the video store."
Stranger Things,19,Priah Ferguson,Erica Sinclair , Lucas's 10-year-old sister who helps the group. She is revealed to be very smart and have avid interest in D&D.
Stranger Things,20,Brett Gelman,Murray Bauman ," a conspiracy theorist, private investigator, and longtime friend of Hopper's who helps Nancy and Jonathan in season 2 and Hopper and Joyce in seasons 3 and 4."
Stranger Things,21,Jamie Campbell Bower,Henry Creel / One / Vecna ," a murderous psychic being from the Upside Down revealed to have created the Mind Flayer. He was born as a human named Henry Creel with psionic abilities. After murdering his family and falling into a coma, he was put under the care of Dr. Brenner. Flashbacks in season 4 reveal he was sent to the Upside Down by Eleven when she was nine years old, where he was disfigured by lightning, causing his appearance as Vecna. After exploring the Upside Down, he created the Mind Flayer and took control of the dimension."
Supernatural,1,"Genre: Action[1]"","" Adventure[1]"","" Drama[2][3]"","" Fantasy[1][4]"","" Horror[1]"","" Mystery[1]",Created by: Eric Kripke,"Starring: Jared Padalecki"","" Jensen Ackles"","" Katie Cassidy"","" Lauren Cohan"","" Misha Collins"","" Mark A. Sheppard"","" Mark Pellegrino"","" Alexander Calvert","Composers: Jay Gruska"","" Christopher Lennertz",Country of origin: United States,No. of seasons: No.,No. of episodes: No.,"Executive producers: Eric Kripke"","" Robert Singer"","" McG"","" David Nutter"","" Kim Manners"","" John Shiban"","" Phil Sgriccia"","" Sera Gamble"","" Ben Edlund"","" Jeremy Carver"","" Jim Michaels"","" Todd Aronauer"","" Adam Glass"","" Andrew Dabb"","" Brad Buckner"","" Eugenie Ross-Leming","Production locations: British Columbia, Canada",Camera setup: Single-camera setup,Running time: 38–45 minutes,"Production companies: Kripke Enterprises"","" Wonderland Sound and Vision (2005–2013)"","" Warner Bros. Television",Distributor: Warner Bros. Television Distribution,"Original network: The WB (2005–2006)"","" The CW (2006–2020)",Picture format: 1080i (HDTV),Audio format: Dolby Digital 5.1,"Original release: September 13, 2005 (2005-09-13) –November 19, 2020 (2020-11-19)","Related: Supernatural: Bloodlines"","" The Winchesters"
The Avengers,1,Directed by: Joss Whedon,Screenplay by: Joss Whedon,"Story by: Zak Penn"","" Joss Whedon",Based on: Avengersby Stan LeeJack Kirby,Produced by: Kevin Feige,"Starring: Robert Downey Jr."","" Chris Evans"","" Mark Ruffalo"","" Chris Hemsworth"","" Scarlett Johansson"","" Jeremy Renner"","" Tom Hiddleston"","" Stellan Skarsgård"","" Samuel L. Jackson",Cinematography: Seamus McGarvey,"Edited by: Jeffrey Ford"","" Lisa Lassek",Music by: Alan Silvestri,Productioncompany: Productioncompany,Distributed by: Walt Disney StudiosMotion Pictures[a],Release dates: Release dates,Running time: Running time,Country: United States,Language: English,Budget: $220–225 million[2][3],Box office: $1.519 billion[4]
The Avengers,2,Robert Downey Jr.,Tony Stark / Iron Man: A self-described genius," billionaire, playboy, and philanthropist with an electromechanical suit of armor of his own invention. Downey was cast as part of his four-picture deal with Marvel Studios, which included Iron Man 2  and The Avengers. He said he initially pushed Whedon to make Stark the lead: ""Well, I said, 'I need to be in the opening sequence. I don't know what you're thinking, but Tony needs to drive this thing.' He was like, 'Okay, let's try that.' We tried it and it didn't work, because this is a different sort of thing, the story and the idea and the theme is the theme, and everybody is just an arm of the octopus."" About the character's evolution from previous films, Downey said, ""In Iron Man, which was an origin story, he was his own epiphany and redemption of sorts. Iron Man 2 is all about not being an island, dealing with legacy issues and making space for others. . . In The Avengers, he's throwing it down with the others"". Downey earned $50 million from the film, ""once box-office bonuses and backend compensation  factored in""."
The Avengers,3,Chris Evans,Steve Rogers / Captain America: A World War II veteran who was enhanced to the peak of human physicality by an experimental serum and frozen in suspended animation before waking up in the modern world. Evans was cast as part of a deal to star in three Marvel films," in addition to The Avengers. Evans said that Steve Rogers is much darker in The Avengers: ""It's just about him trying to come to terms with the modern world. You've got to imagine, it's enough of a shock to accept the fact that you're in a completely different time, but everybody you know is dead. Everybody you cared about. . . He was a soldier, obviously, everybody he went to battle with, all of his brothers in arms, they're all dead. He's just lonely. I think in the beginning it's a fish-out-of-water scene, and it's tough. It's a tough pill for him to swallow. Then comes trying to find a balance with the modern world."" Regarding the dynamic between Rogers and Tony Stark, Evans said, ""I think there's certainly a dichotomy—this kind of friction between myself and Tony Stark, they're polar opposites. One guy is flash and spotlight and smooth, and the other guy is selfless and in the shadows and kind of quiet and they have to get along. They explore that, and it's pretty fun."" Evans earned $2–3 million for the film."
The Avengers,4,Mark Ruffalo,Bruce Banner / Hulk: A genius scientist who," because of exposure to gamma radiation, transforms into a monster when enraged or agitated. Ruffalo, who was considered to play Banner in The Incredible Hulk  before Edward Norton took the role, was cast after negotiations between Marvel and Norton broke down. About replacing Norton, Ruffalo said, ""I'm a friend of Ed's, and yeah, that wasn't a great way for all that to go down. But the way I see it is that Ed has bequeathed this part to me. I look at it as my generation's Hamlet."" About the character, he said, ""He's a guy struggling with two sides of himself—the dark and the light—and everything he does in his life is filtered through issues of control. I grew up on the Bill Bixby TV series, which I thought was a really nuanced and real human way to look at the Hulk. I like that the part has those qualities"". Regarding the Hulk's place on the team, Ruffalo said, ""He's like the teammate none of them are sure they want on their team. He's a loose cannon. It's like, 'Just throw a grenade in the middle of the group and let's hope it turns out well!"" This is the first production in which the actor playing Banner also plays the Hulk. Ruffalo told New York magazine, ""I'm really excited. No one's ever played the Hulk exactly; they've always done CGI. They're going to do the Avatar stop-action, stop-motion capture. So I'll actually play the Hulk. That'll be fun"". The 3D model used to create the Hulk's body was modeled after Long Island bodybuilder and male stripper Steve Romm, while the Hulk's face was modeled after Ruffalo. To create the Hulk's voice, Ruffalo's voice was blended with those of Lou Ferrigno and others; however, the Hulk's only speaking line  was provided solely by Ruffalo. Ruffalo earned $2–3 million for the film."
The Avengers,5,Chris Hemsworth,Thor: The crown prince of Asgard," based on the Norse mythological deity of the same name. Hemsworth was cast as part of a multiple movie deal. He had previously worked with Joss Whedon on The Cabin in the Woods . Hemsworth said that he was able to maintain the strength he built up for Thor  by increasing his food intake, consisting of chicken breasts, fish, steak, and eggs every day. When asked exactly how much, Hemsworth said, ""My body weight in protein pretty much!"" He remarked that Thor's motivation ""is much more of a personal one, in the sense that it's his brother that is stirring things up. Whereas everyone else, it's some bad guy who they've gotta take down. It's a different approach for me, or for Thor. He's constantly having to battle the greater good and what he should do vs. it's his little brother there. . . I've been frustrated with my brothers at times, or family, but I'm the only one who is allowed to be angry at them. There's a bit of that."" Hemsworth earned $2–3 million for the film."
The Avengers,6,Scarlett Johansson,Natasha Romanoff / Black Widow: A highly trained spy working for S.H.I.E.L.D. About the character and her relationship with Hawkeye," Johansson said, ""Our characters have a long history. They've fought together for a long time in a lot of battles in many different countries. We're the two members of this avenging group who are skilled warriors – we have no superpowers. Black Widow is definitely one of the team, though. She's not in the cast simply to be a romantic foil or eye candy. She's there to fight, so I never felt like I was the only girl. We all have our various skills and it feels equal"". Regarding her training, Johansson said, ""Even though Iron Man 2 was 'one-for-them,' I'd never done anything like that before. I'd never been physically driven in something, or a part of something so big. For The Avengers, I've spent so many months training with our stunt team, and fighting all the other actors, it's crazy. I do nothing but fight—all the time."" Johansson earned $4–6 million for the film."
The Avengers,7,Jeremy Renner,Clint Barton / Hawkeye: A master archer working as an agent for S.H.I.E.L.D. Renner said it was a very physical role and that he trained physically and practiced archery as much as possible in preparation. About the role," Renner said, ""When I saw Iron Man, I thought that was a really kick-ass approach to superheroes. Then they told me about this Hawkeye character, and I liked how he wasn't really a superhero; he's just a guy with a high skill set. I could connect to that."" Regarding Hawkeye's sniper mentality, Renner said, ""It's a lonely game. He's an outcast. His only connection is to Scarlett's character, Natasha. It's like a left hand/right hand thing. They coexist, and you need them both, especially when it comes to a physical mission."" Renner said Hawkeye is not insecure about his humanity. ""Quite the opposite, he's the only one who can really take down the Hulk with his  arrows. He knows his limitations. But when it comes down to it, there has to be a sense of confidence in any superhero."" Renner earned $2–3 million for the film."
The Avengers,8,Tom Hiddleston,Loki: Thor's adoptive brother and nemesis," based on the Norse mythological deity of the same name. About his character's evolution from the film Thor, Hiddleston said, ""I think the Loki we see in The Avengers is further advanced. You have to ask yourself the question: How pleasant an experience is it disappearing into a wormhole that has been created by some kind of super nuclear explosion of his own making? So I think by the time Loki shows up in The Avengers, he's seen a few things."" About Loki's motivations, Hiddleston said, ""At the beginning of The Avengers, he comes to Earth to subjugate it and his idea is to rule the human race as their king. And like all the delusional autocrats of human history, he thinks this is a great idea because if everyone is busy worshipping him, there will be no wars so he will create some kind of world peace by ruling them as a tyrant. But he is also kind of deluded in the fact that he thinks unlimited power will give him self-respect, so I haven't let go of the fact that he is still motivated by this terrible jealousy and kind of spiritual desolation."""
The Avengers,9,Stellan Skarsgård,Erik Selvig: An astrophysicist and friend of Thor under Loki's control who is studying the Tesseract's power. Regarding Loki's control over Selvig," Skarsgård said, ""Well with the scene we did in Thor, it was like Loki, one way or the other, entered Erik's mind. And in Avengers, you will see more clarity in how Loki is using Erik's mind."" About his role, he said, "" is of importance but the size of the role is not big."""
The Avengers,10,Samuel L. Jackson,"Nick Fury: The director of S.H.I.E.L.D. who was revealed in previous films to be coordinating the ""Avengers Initiative"". Jackson was brought to the project with a deal containing an option to play the character in up to nine Marvel films. Jackson said he does more in The Avengers than in any of the previous films: ""You don't have to wait until the end of the movie to see me"". About the role"," Jackson said, ""It's always good to play somebody  is a positive in society as opposed to somebody who is a negative. . . I tried to make him as honest to the story and as honest to what real-life would seem."" Jackson compared the character to Ordell Robbie in Jackie Brown, calling him ""a nice guy to hang out with. You just don't want to cross him"". Jackson earned $4–6 million for the film."
Deadpool,1,Directed by: Tim Miller,"Written by: Rhett Reese"","" Paul Wernick",Based on: Deadpoolby Fabian NiciezaRob Liefeld,"Produced by: Simon Kinberg"","" Ryan Reynolds"","" Lauren Shuler Donner","Starring: Ryan Reynolds"","" Morena Baccarin"","" Ed Skrein"","" T.J. Miller"","" Gina Carano"","" Brianna Hildebrand",Cinematography: Ken Seng,Edited by: Julian Clarke,Music by: Tom Holkenborg,Productioncompanies: Productioncompanies,Distributed by: 20th Century Fox,Release dates: Release dates,Running time: Running time,Country: United States,Language: English,Budget: $58 million[3],Box office: $782.6 million[3]
Deadpool,2,Ryan Reynolds,Wade Wilson / Deadpool is a wisecracking mutant mercenary with accelerated healing," but severe scarring over his body after undergoing an experimental cancer treatment. The writers described Deadpool as ""fun to hang out with... in short doses"". Reynolds promised a more ""authentic"" and comic-faithful version of the character than the one he portrayed in X-Men Origins: Wolverine . The character becomes aware he is in a film after becoming Deadpool, though before this, Wilson does make a joke about Reynolds' role in Green Lantern ."
Deadpool,3,Morena Baccarin,"Vanessa is an escort and Wilson's fiancée. Baccarin described Vanessa as ""scrappy"" and not a damsel in distress. The character was initially designed as a ""typical prostitute"""," but Baccarin worked with the costume and makeup teams to make her appearance more layered. The film does not explore the character's comic alter ego Copycat, as the writers wanted to focus on Deadpool. Makeup designer Bill Corso, however, included some references to Copycat's blue appearance in the comics."
Deadpool,4,Ed Skrein,Francis Freeman / Ajax is the artificially mutated leader of the program that creates Deadpool. He is immune to pain and has enhanced strength and reflexes. Director Tim Miller praised Skrein's dedication to the role," saying, ""he worked really, really hard"" for the fight sequences and completed around 80% of his own stunts in the film. Skrein was influenced by Rutger Hauer's Roy Batty from Blade Runner , and serial killer Harold Shipman."
Deadpool,5,T.J. Miller,"Weasel is Wilson's best friend. Miller felt he was cast as the character because he ""looks like his superhero power is spilling mustard on his shirt"". Producer Simon Kinberg added that an actor was needed ""who could keep up with"" Reynolds comedically. Miller attempted to give the character a facial tic", but director Tim Miller rejected the idea.
Deadpool,6,Gina Carano,"Angel Dust is an artificially mutated member of the program that creates Deadpool. She uses her adrenaline as fuel to increase her strength and durability to superhuman levels. Director Miller personally called Carano and asked her to take the part. Carano felt the character's rage and ""extreme adrenaline issues"" made comparisons to the drug ""angel dust"" fitting. She had wanted to wear yellow contact lenses to match the character's look in the comics"," but Corso turned the idea down, comparing it to something from the Twilight films."
Deadpool,7,Brianna Hildebrand,"Negasonic Teenage Warhead is a teenaged X-Men trainee who can generate atomic bursts from her body. The filmmakers wanted to use the character based on her name and looked to change her comic abilities from telepathic and precognitive powers to ""a literal warhead"". They required permission from Marvel to do this", which Tim Miller obtained after talking with Marvel Studios president Kevin Feige. A deal was reached allowing the change in exchange for 20th Century Fox giving Marvel Studios the film rights to the character Ego the Living Planet for use in their film Guardians of the Galaxy Vol. 2 .
Sherlock,404 ERROR
Big Hero 6,404 ERROR
